--------- beginning of main
07-13 16:35:03.829 D/EyeProtect(18164): {"timestamp":1783931703776,"face_id":19,"face_count":1,"fps":19.8,"latency_ms":47,"source_width":320,"source_height":240,"face_box":{"x1":95,"y1":67,"x2":289,"y2":239},"left_eye_box":{"x1":143,"y1":134,"x2":174,"y2":159},"left_eye_center":{"x":159,"y":147},"right_eye_box":{"x1":187,"y1":120,"x2":227,"y2":146},"right_eye_center":{"x":207,"y":133},"eye_distance_px":50,"estimated_distance_cm":null,"distance_state":"NEEDS_CALIBRATION","distance_confidence":0.90,"distance_method":"calibrated_eye_center_distance"}
07-13 16:35:04.401 D/EyeProtect(18164): {"timestamp":1783931704322,"face_id":19,"face_count":1,"fps":19.1,"latency_ms":73,"source_width":320,"source_height":240,"face_box":{"x1":92,"y1":76,"x2":280,"y2":239},"left_eye_box":{"x1":139,"y1":137,"x2":172,"y2":163},"left_eye_center":{"x":156,"y":150},"right_eye_box":{"x1":185,"y1":124,"x2":226,"y2":149},"right_eye_center":{"x":206,"y":136},"eye_distance_px":52,"estimated_distance_cm":null,"distance_state":"NEEDS_CALIBRATION","distance_confidence":0.90,"distance_method":"calibrated_eye_center_distance"}
07-13 16:35:04.903 D/EyeProtect(18164): {"timestamp":1783931704863,"face_id":0,"face_count":1,"fps":23.7,"latency_ms":35,"source_width":320,"source_height":240,"face_box":{"x1":137,"y1":78,"x2":315,"y2":239},"left_eye_box":{"x1":157,"y1":142,"x2":200,"y2":166},"left_eye_center":{"x":178,"y":154},"right_eye_box":{"x1":221,"y1":133,"x2":265,"y2":155},"right_eye_center":{"x":243,"y":144},"eye_distance_px":65,"estimated_distance_cm":null,"distance_state":"NEEDS_CALIBRATION","distance_confidence":0.90,"distance_method":"calibrated_eye_center_distance"}
07-13 16:35:05.458 D/EyeProtect(18164): {"timestamp":1783931705390,"face_id":19,"face_count":1,"fps":18.7,"latency_ms":62,"source_width":320,"source_height":240,"face_box":{"x1":115,"y1":80,"x2":319,"y2":239},"left_eye_box":{"x1":170,"y1":147,"x2":217,"y2":172},"left_eye_center":{"x":193,"y":159},"right_eye_box":{"x1":240,"y1":145,"x2":284,"y2":170},"right_eye_center":{"x":262,"y":157},"eye_distance_px":69,"estimated_distance_cm":null,"distance_state":"NEEDS_CALIBRATION","distance_confidence":0.90,"distance_method":"calibrated_eye_center_distance"}
07-13 16:35:05.961 D/EyeProtect(18164): {"timestamp":1783931705891,"face_id":19,"face_count":1,"fps":16.9,"latency_ms":64,"source_width":320,"source_height":240,"face_box":{"x1":113,"y1":85,"x2":319,"y2":239},"left_eye_box":{"x1":166,"y1":157,"x2":215,"y2":183},"left_eye_center":{"x":190,"y":170},"right_eye_box":{"x1":238,"y1":157,"x2":282,"y2":182},"right_eye_center":{"x":260,"y":169},"eye_distance_px":70,"estimated_distance_cm":null,"distance_state":"NEEDS_CALIBRATION","distance_confidence":0.90,"distance_method":"calibrated_eye_center_distance"}
07-13 16:35:06.493 D/EyeProtect(18164): {"timestamp":1783931706423,"face_id":19,"face_count":1,"fps":19.0,"latency_ms":64,"source_width":320,"source_height":240,"face_box":{"x1":120,"y1":71,"x2":319,"y2":239},"left_eye_box":{"x1":179,"y1":148,"x2":227,"y2":176},"left_eye_center":{"x":203,"y":162},"right_eye_box":{"x1":251,"y1":150,"x2":295,"y2":176},"right_eye_center":{"x":273,"y":163},"eye_distance_px":70,"estimated_distance_cm":null,"distance_state":"NEEDS_CALIBRATION","distance_confidence":0.90,"distance_method":"calibrated_eye_center_distance"}
07-13 16:35:07.025 D/EyeProtect(18164): {"timestamp":1783931706971,"face_id":19,"face_count":1,"fps":21.3,"latency_ms":48,"source_width":320,"source_height":240,"face_box":{"x1":136,"y1":79,"x2":319,"y2":239},"left_eye_box":{"x1":177,"y1":146,"x2":224,"y2":171},"left_eye_center":{"x":200,"y":158},"right_eye_box":{"x1":248,"y1":145,"x2":291,"y2":170},"right_eye_center":{"x":270,"y":158},"eye_distance_px":69,"estimated_distance_cm":null,"distance_state":"NEEDS_CALIBRATION","distance_confidence":0.90,"distance_method":"calibrated_eye_center_distance"}
07-13 16:35:07.554 D/EyeProtect(18164): {"timestamp":1783931707500,"face_id":0,"face_count":1,"fps":23.0,"latency_ms":47,"source_width":320,"source_height":240,"face_box":{"x1":164,"y1":77,"x2":319,"y2":239},"left_eye_box":{"x1":225,"y1":136,"x2":275,"y2":162},"left_eye_center":{"x":250,"y":149},"right_eye_box":{"x1":294,"y1":130,"x2":319,"y2":154},"right_eye_center":{"x":307,"y":142},"eye_distance_px":57,"estimated_distance_cm":null,"distance_state":"NEEDS_CALIBRATION","distance_confidence":0.90,"distance_method":"calibrated_eye_center_distance"}
07-13 16:35:08.228 D/EyeProtect(18164): {"timestamp":1783931708180,"face_id":0,"face_count":1,"fps":24.8,"latency_ms":43,"source_width":320,"source_height":240,"face_box":{"x1":167,"y1":76,"x2":319,"y2":239},"left_eye_box":{"x1":226,"y1":136,"x2":275,"y2":162},"left_eye_center":{"x":251,"y":149},"right_eye_box":{"x1":292,"y1":134,"x2":319,"y2":159},"right_eye_center":{"x":306,"y":147},"eye_distance_px":55,"estimated_distance_cm":null,"distance_state":"NEEDS_CALIBRATION","distance_confidence":0.90,"distance_method":"calibrated_eye_center_distance"}
07-13 16:35:08.788 D/EyeProtect(18164): {"timestamp":1783931708724,"face_id":20,"face_count":1,"fps":21.0,"latency_ms":59,"source_width":320,"source_height":240,"face_box":{"x1":175,"y1":72,"x2":319,"y2":239},"left_eye_box":{"x1":228,"y1":135,"x2":275,"y2":160},"left_eye_center":{"x":252,"y":148},"right_eye_box":{"x1":291,"y1":136,"x2":319,"y2":160},"right_eye_center":{"x":305,"y":148},"eye_distance_px":53,"estimated_distance_cm":null,"distance_state":"NEEDS_CALIBRATION","distance_confidence":0.90,"distance_method":"calibrated_eye_center_distance"}
